mRNA,GO,Term,Annotated,Significant,Expected,Fisher,ontology,sig.prop,Month
evm.TU.chromosome_12.3959,GO:0005200,structural constituent of cytoskeleton,79,3,0.6,0.02189,Molecular Functions,0.03797468354,August
evm.TU.chromosome_12.3959,GO:0005200,structural constituent of cytoskeleton,79,3,0.6,0.02189,Molecular Functions,0.03797468354,August
evm.TU.chromosome_12.3957,GO:0005200,structural constituent of cytoskeleton,79,3,0.6,0.02189,Molecular Functions,0.03797468354,August
evm.TU.chromosome_12.3957,GO:0005200,structural constituent of cytoskeleton,79,3,0.6,0.02189,Molecular Functions,0.03797468354,August
evm.TU.chromosome_12.3954,GO:0005200,structural constituent of cytoskeleton,79,3,0.6,0.02189,Molecular Functions,0.03797468354,August
evm.TU.chromosome_12.3954,GO:0005200,structural constituent of cytoskeleton,79,3,0.6,0.02189,Molecular Functions,0.03797468354,August
evm.TU.chromosome_12.1941,GO:0005200,structural constituent of cytoskeleton,79,3,0.6,0.02189,Molecular Functions,0.03797468354,August
evm.TU.chromosome_12.3541,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.3541,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.3542,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.3542,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.3544,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.3544,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.3544.1.5f15e41c,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.3547,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.3547,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.3548,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.3548,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.443,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.2028,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.634,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.634,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.633,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.633,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.820,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.4067,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.1259,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.1259,GO:0004386,helicase activity,274,7,2.07,0.00407,Molecular Functions,0.02554744526,August
evm.TU.chromosome_12.1259,GO:0004386,helicase activity,274,7,2.07,0.00407,Molecular Functions,0.02554744526,August
evm.TU.chromosome_12.1517,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.1517,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.1496,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.1496,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.1045,GO:0031625,ubiquitin protein ligase binding,324,7,2.44,0.01155,Molecular Functions,0.02160493827,August
evm.TU.chromosome_12.1045,GO:0031625,ubiquitin protein ligase binding,324,7,2.44,0.01155,Molecular Functions,0.02160493827,August
evm.TU.chromosome_12.1048,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.2538,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.3829,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.3829,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.3828,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.3828,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.3827,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.3827,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.3826,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.3826,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.3825,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.3825,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.3824,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.3824,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.3823,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.3823,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.842,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.842,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.1416,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.1416,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.1416,GO:0004386,helicase activity,274,7,2.07,0.00407,Molecular Functions,0.02554744526,August
evm.TU.chromosome_12.1410,GO:0001046,core promoter sequence-specific DNA binding,39,2,0.29,0.03488,Molecular Functions,0.05128205128,August
evm.TU.chromosome_12.2141,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.2141,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.1626,GO:0008017,microtubule binding,145,4,1.09,0.02419,Molecular Functions,0.0275862069,August
evm.TU.chromosome_12.1628,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.1628,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.744,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.744,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.2840,GO:0051879,Hsp90 protein binding,20,2,0.15,0.00981,Molecular Functions,0.1,August
evm.TU.chromosome_12.978,GO:0008017,microtubule binding,145,4,1.09,0.02419,Molecular Functions,0.0275862069,August
evm.TU.chromosome_12.2477,GO:0031593,polyubiquitin modification-dependent protein bindin...,60,3,0.45,0.04839,Molecular Functions,0.05,August
evm.TU.chromosome_12.2472,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.2472,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.2471,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.2471,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.1878,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.1878,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.1879,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.1879,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.3783,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.3783,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.3232,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.2352,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.2352,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.2351,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.2979,GO:0005200,structural constituent of cytoskeleton,79,3,0.6,0.02189,Molecular Functions,0.03797468354,August
evm.TU.chromosome_12.4110,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.4110,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.1542,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.1542,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.1543,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.865,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.865,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.660,GO:0000386,second spliceosomal transesterification activity,2,1,0.02,0.01502,Molecular Functions,0.5,August
evm.TU.chromosome_12.1708,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.1701,GO:0031625,ubiquitin protein ligase binding,324,7,2.44,0.01155,Molecular Functions,0.02160493827,August
evm.TU.chromosome_12.3981,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.3983,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.3983,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.3984,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.3984,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.3985,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.3987,GO:0031625,ubiquitin protein ligase binding,324,7,2.44,0.01155,Molecular Functions,0.02160493827,August
evm.TU.chromosome_12.1933,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.1935,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.1934,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.195,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.195,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.194,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_12.3321,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_12.3321,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_13.1603,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_13.1603,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_13.2491,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_13.518,GO:0031625,ubiquitin protein ligase binding,324,7,2.44,0.01155,Molecular Functions,0.02160493827,August
evm.TU.chromosome_13.3394,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_13.3394,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_13.3649,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_13.3649,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_13.2514,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_13.2514,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_13.1093,GO:0008017,microtubule binding,145,4,1.09,0.02419,Molecular Functions,0.0275862069,August
evm.TU.chromosome_13.1093,GO:0008017,microtubule binding,145,4,1.09,0.02419,Molecular Functions,0.0275862069,August
evm.TU.chromosome_13.1870,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_13.1873,GO:0005200,structural constituent of cytoskeleton,79,3,0.6,0.02189,Molecular Functions,0.03797468354,August
evm.TU.chromosome_13.1872,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_13.590,GO:0008061,chitin binding,76,6,0.57,2.30E-05,Molecular Functions,0.07894736842,August
evm.TU.chromosome_13.833,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_13.833,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_13.836,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_13.834,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_13.1168,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_13.1168,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_13.1164,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_13.1164,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_13.1161,GO:1990446,U1 snRNP binding,2,1,0.02,0.01502,Molecular Functions,0.5,August
evm.TU.chromosome_13.1160,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_13.1160,GO:0004252,serine-type endopeptidase activity,302,7,2.28,0.00805,Molecular Functions,0.02317880795,August
evm.TU.chromosome_13.2042,GO:0008017,microtubule binding,145,4,1.09,0.02419,Molecular Functions,0.0275862069,August
evm.TU.chromosome_13.2042,GO:0050699,WW domain binding,42,2,0.32,0.03994,Molecular Functions,0.04761904762,August
evm.TU.chromosome_13.2595,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_13.2595,GO:0008017,microtubule binding,145,4,1.09,0.02419,Molecular Functions,0.0275862069,August
evm.TU.chromosome_13.2595,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_13.2595,GO:0008017,microtubule binding,145,4,1.09,0.02419,Molecular Functions,0.0275862069,August
evm.TU.chromosome_13.1763,GO:0008061,chitin binding,76,6,0.57,2.30E-05,Molecular Functions,0.07894736842,August
evm.TU.chromosome_13.1763,GO:0004568,chitinase activity,22,5,0.17,0.00011,Molecular Functions,0.2272727273,August
evm.TU.chromosome_13.1763,GO:0008061,chitin binding,76,6,0.57,2.30E-05,Molecular Functions,0.07894736842,August
evm.TU.chromosome_13.1762,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_13.1764,GO:0008061,chitin binding,76,6,0.57,2.30E-05,Molecular Functions,0.07894736842,August
evm.TU.chromosome_13.1764,GO:0004568,chitinase activity,22,5,0.17,0.00011,Molecular Functions,0.2272727273,August
evm.TU.chromosome_13.1764,GO:0008843,endochitinase activity,9,2,0.07,0.00196,Molecular Functions,0.2222222222,August
evm.TU.chromosome_13.1764,GO:0008061,chitin binding,76,6,0.57,2.30E-05,Molecular Functions,0.07894736842,August
evm.TU.chromosome_13.3295,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_13.3295,GO:0005524,ATP binding,2243,29,16.91,0.00245,Molecular Functions,0.0129291128,August
evm.TU.chromosome_13.2650,GO:0001046,core promoter sequence-specific DNA binding,39,2,0.29,0.03488,Molecular Functions,0.05128205128,August
evm.TU.chromosome_13.1987,GO:0031625,ubiquitin protein ligase binding,324,7,2.44,0.01155,Molecular Functions,0.02160493827,August
