miRNA,mRNA,PCC.cor,p_value,adjusted_p_value,score,energy,query_start_end,subject_start_end,total_bp_shared,query_similar,subject_similar,Swiss.Prot_Hit,SP_E.value,Swiss.Prot_Description,Trembl_Hit,TB_E.value,Trembl_Description,NCBI_hit,nr_E.value,NCBI_Description,GO_Swiss.Prot,GO_Trembl
Cluster_3337,evm.TU.chromosome_9.2837,-0.3877575416,0.1009286191,0.6772083607,166,-21.12,2 21,400 423,21,76.19%,85.71%,sp|Q61555|FBN2_MOUSE,1.45E-23,Fibrillin-2 OS=Mus musculus GN=Fbn2 PE=1 SV=2,tr|A0A2B4STG0|A0A2B4STG0_STYPI,1.33E-111,"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial OS=Stylophora pistillata GN=KAS PE=4 SV=1",ref|XP_020625145.1|,0,transmembrane cell adhesion receptor mua-3-like isoform X2 [Orbicella faveolata],GO:0031012; GO:0005576; GO:0001527; GO:0005578; GO:0005509; GO:0005201; GO:0060346; GO:0043010; GO:0048048; GO:0030326; GO:0035108; GO:0030501; GO:0045669; GO:0035583,GO:0005509; GO:0016740; GO:0008152
Cluster_3338,evm.TU.chromosome_9.2837,-0.3850460255,0.1035425595,0.6808354323,166,-21.12,2 21,400 423,21,76.19%,85.71%,sp|Q61555|FBN2_MOUSE,1.45E-23,Fibrillin-2 OS=Mus musculus GN=Fbn2 PE=1 SV=2,tr|A0A2B4STG0|A0A2B4STG0_STYPI,1.33E-111,"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial OS=Stylophora pistillata GN=KAS PE=4 SV=1",ref|XP_020625145.1|,0,transmembrane cell adhesion receptor mua-3-like isoform X2 [Orbicella faveolata],GO:0031012; GO:0005576; GO:0001527; GO:0005578; GO:0005509; GO:0005201; GO:0060346; GO:0043010; GO:0048048; GO:0030326; GO:0035108; GO:0030501; GO:0045669; GO:0035583,GO:0005509; GO:0016740; GO:0008152
Cluster_247,evm.TU.chromosome_4.2264,0.4980234124,0.03000611403,0.4988163139,162,-21.42,2 15,461 482,13,84.62%,100.00%,sp|Q925Q3|NCLX_MOUSE,6.63E-52,Mitochondrial sodium/calcium exchanger protein OS=Mus musculus GN=Slc8b1 PE=2 SV=2,tr|A0A2B4RZ34|A0A2B4RZ34_STYPI,6.99E-119,"Sodium/potassium/calcium exchanger 6, mitochondrial OS=Stylophora pistillata GN=Slc8b1 PE=4 SV=1",ref|XP_020631804.1|,0,"sodium/potassium/calcium exchanger 6, mitochondrial-like, partial [Orbicella faveolata]",GO:0032592; GO:0030061; GO:0005743; GO:0005739; GO:0005886; GO:0042383; GO:0005432; GO:0086038; GO:0042803; GO:0070588; GO:0042593; GO:0051560; GO:0006851; GO:0099093; GO:0086036; GO:0051480; GO:0050796; GO:1901623; GO:2001256; GO:0050896; GO:0035725,GO:0016021; GO:0004930; GO:0055085
Cluster_998,evm.TU.chromosome_4.2264,-0.02107961767,0.9317406829,0.9907928014,161,-20.79,2 19,916 938,19,68.42%,89.47%,sp|Q925Q3|NCLX_MOUSE,6.63E-52,Mitochondrial sodium/calcium exchanger protein OS=Mus musculus GN=Slc8b1 PE=2 SV=2,tr|A0A2B4RZ34|A0A2B4RZ34_STYPI,6.99E-119,"Sodium/potassium/calcium exchanger 6, mitochondrial OS=Stylophora pistillata GN=Slc8b1 PE=4 SV=1",ref|XP_020631804.1|,0,"sodium/potassium/calcium exchanger 6, mitochondrial-like, partial [Orbicella faveolata]",GO:0032592; GO:0030061; GO:0005743; GO:0005739; GO:0005886; GO:0042383; GO:0005432; GO:0086038; GO:0042803; GO:0070588; GO:0042593; GO:0051560; GO:0006851; GO:0099093; GO:0086036; GO:0051480; GO:0050796; GO:1901623; GO:2001256; GO:0050896; GO:0035725,GO:0016021; GO:0004930; GO:0055085
Cluster_4831,evm.TU.chromosome_4.2268,0.09747015043,0.691392131,0.9489257729,153,-22.04,2 20,499 522,20,65.00%,85.00%,sp|P54644|KRAC_DICDI,6.03E-70,RAC family serine/threonine-protein kinase homolog OS=Dictyostelium discoideum GN=pkbA PE=1 SV=1,tr|A0A2B4RKA1|A0A2B4RKA1_STYPI,0,Putative serine/threonine-protein kinase F31E3.2 OS=Stylophora pistillata GN=F31E3.2 PE=4 SV=1,ref|XP_015767617.1|,0,PREDICTED: RAC family serine/threonine-protein kinase homolog [Acropora digitifera],GO:0005938; GO:0005524; GO:0004691; GO:0005547; GO:0019887; GO:0004674; GO:0032147; GO:0043327; GO:0031154; GO:0030010; GO:0007163; GO:0044351; GO:0000281; GO:0031036; GO:0050765; GO:0046580; GO:0018105; GO:0090382; GO:0048015; GO:1905303; GO:0006468; GO:0050920; GO:0045859; GO:0042542,GO:0005524; GO:0004672
Cluster_9000,evm.TU.chromosome_4.2268,0.1755214535,0.4722954022,0.894427132,161,-20.06,2 19,39 61,18,77.78%,83.33%,sp|P54644|KRAC_DICDI,6.03E-70,RAC family serine/threonine-protein kinase homolog OS=Dictyostelium discoideum GN=pkbA PE=1 SV=1,tr|A0A2B4RKA1|A0A2B4RKA1_STYPI,0,Putative serine/threonine-protein kinase F31E3.2 OS=Stylophora pistillata GN=F31E3.2 PE=4 SV=1,ref|XP_015767617.1|,0,PREDICTED: RAC family serine/threonine-protein kinase homolog [Acropora digitifera],GO:0005938; GO:0005524; GO:0004691; GO:0005547; GO:0019887; GO:0004674; GO:0032147; GO:0043327; GO:0031154; GO:0030010; GO:0007163; GO:0044351; GO:0000281; GO:0031036; GO:0050765; GO:0046580; GO:0018105; GO:0090382; GO:0048015; GO:1905303; GO:0006468; GO:0050920; GO:0045859; GO:0042542,GO:0005524; GO:0004672
Cluster_1453,evm.TU.chromosome_4.498,-0.1642989422,0.5014987069,0.9027479276,157,-20.35,2 14,349 370,12,91.67%,91.67%,sp|Q15649|ZNHI3_HUMAN,4.18E-18,Zinc finger HIT domain-containing protein 3 OS=Homo sapiens GN=ZNHIT3 PE=1 SV=2,tr|A0A2B4SAY5|A0A2B4SAY5_STYPI,2.56E-45,Zinc finger HIT domain-containing protein 3 OS=Stylophora pistillata GN=ZNHIT3 PE=4 SV=1,ref|XP_020629653.1|,1.28E-54,zinc finger HIT domain-containing protein 3-like [Orbicella faveolata],GO:0005737; GO:0005622; GO:0005634; GO:0046872; GO:0046966; GO:0006355,GO:0046872
Cluster_1453,evm.TU.chromosome_4.498,-0.1642989422,0.5014987069,0.9027479276,157,-20.35,2 14,476 497,12,91.67%,91.67%,sp|Q15649|ZNHI3_HUMAN,4.18E-18,Zinc finger HIT domain-containing protein 3 OS=Homo sapiens GN=ZNHIT3 PE=1 SV=2,tr|A0A2B4SAY5|A0A2B4SAY5_STYPI,2.56E-45,Zinc finger HIT domain-containing protein 3 OS=Stylophora pistillata GN=ZNHIT3 PE=4 SV=1,ref|XP_020629653.1|,1.28E-54,zinc finger HIT domain-containing protein 3-like [Orbicella faveolata],GO:0005737; GO:0005622; GO:0005634; GO:0046872; GO:0046966; GO:0006355,GO:0046872
Cluster_1452,evm.TU.chromosome_4.491,-0.07448257281,0.7618578215,0.9630468508,149,-23.69,2 21,611 638,25,64.00%,76.00%,sp|Q92890|UFD1_HUMAN,4.06E-128,Ubiquitin recognition factor in ER-associated degradation protein 1 OS=Homo sapiens GN=UFD1 PE=1 SV=3,tr|A0A2B4SAR4|A0A2B4SAR4_STYPI,0,Ubiquitin fusion degradation protein 1-like OS=Stylophora pistillata GN=UFD1L PE=4 SV=1,ref|XP_020629491.1|,0,ubiquitin fusion degradation protein 1 homolog [Orbicella faveolata],GO:0005829; GO:0005783; GO:0005654; GO:0005634; GO:0036501; GO:0034098; GO:0051117; GO:0036435; GO:0032403; GO:0005102; GO:0004843; GO:0071712; GO:0070987; GO:0039536; GO:0032480; GO:0043161; GO:0016579; GO:0030970; GO:0001501; GO:0006511,GO:0006511
Cluster_996,evm.TU.chromosome_4.140,0.05029141186,0.8379928701,0.9763335518,177,-22.66,2 18,834 854,16,93.75%,93.75%,sp|P95329|MASY_MYXXD,0,Malate synthase OS=Myxococcus xanthus (strain DK 1622) GN=mls PE=3 SV=2,tr|A0A2B4RM31|A0A2B4RM31_STYPI,0,Malate synthase OS=Stylophora pistillata GN=mls PE=4 SV=1,ref|XP_020619452.1|,0,uncharacterized protein LOC110057209 [Orbicella faveolata],GO:0005737; GO:0004474; GO:0006097; GO:0006099,GO:0004474; GO:0006097
Cluster_1453,evm.TU.chromosome_13.2317,0.1071221698,0.6624778112,0.9427987524,150,-20.66,2 20,740 763,20,65.00%,75.00%,sp|P00767|CTRB_BOVIN,4.58E-58,Chymotrypsinogen B OS=Bos taurus PE=1 SV=1,tr|A0A2B4RJS4|A0A2B4RJS4_STYPI,5.93E-161,Chymotrypsinogen B OS=Stylophora pistillata GN=AWC38_SpisGene18956 PE=4 SV=1,ref|XP_022804535.1|,4.38E-170,chymotrypsinogen B-like [Stylophora pistillata],GO:0005615; GO:0004252; GO:0007586,GO:0004252
Cluster_2972,evm.TU.chromosome_13.2317,0.09881744582,0.6873303386,0.9479972105,147,-20.72,2 21,496 518,20,65.00%,70.00%,sp|P00767|CTRB_BOVIN,4.58E-58,Chymotrypsinogen B OS=Bos taurus PE=1 SV=1,tr|A0A2B4RJS4|A0A2B4RJS4_STYPI,5.93E-161,Chymotrypsinogen B OS=Stylophora pistillata GN=AWC38_SpisGene18956 PE=4 SV=1,ref|XP_022804535.1|,4.38E-170,chymotrypsinogen B-like [Stylophora pistillata],GO:0005615; GO:0004252; GO:0007586,GO:0004252
Cluster_4425,evm.TU.chromosome_14.1743,-0.1225512341,0.6172060994,0.9325428865,177,-26.57,2 21,819 838,19,89.47%,89.47%,NA,NA,NA,tr|A0A2B4S7D4|A0A2B4S7D4_STYPI,0,Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene10933 PE=4 SV=1,ref|XP_022792496.1|,0,uncharacterized protein LOC111331613 [Stylophora pistillata],NA,GO:0016021
Cluster_4696,evm.TU.chromosome_7.2815,-0.1298772675,0.5961521523,0.9278520323,167,-24.5,2 21,841 864,21,71.43%,85.71%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cluster_5061,evm.TU.chromosome_7.997,-0.01146807795,0.9628354085,0.9951946029,182,-27.08,2 20,671 693,19,89.47%,94.74%,NA,NA,NA,tr|A0A2B4SUG0|A0A2B4SUG0_STYPI,5.17E-76,Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene1540 PE=4 SV=1,gb|PFX33531.1|,8.02E-76,hypothetical protein AWC38_SpisGene1540 [Stylophora pistillata],NA,GO:0016021
Cluster_4425,evm.TU.chromosome_9.1801,-0.2907812104,0.22714319,0.7946239588,159,-20.87,2 21,871 893,20,70.00%,80.00%,NA,NA,NA,tr|A0A2B4S4A4|A0A2B4S4A4_STYPI,5.68E-18,Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene11188 PE=4 SV=1,ref|XP_020601368.1|,6.93E-28,uncharacterized protein LOC110040477 [Orbicella faveolata],NA,GO:0042981; GO:0007165
Cluster_9000,evm.TU.chromosome_9.2566,0.1614545326,0.5090356525,0.9048738286,163,-21.42,2 21,927 950,21,71.43%,80.95%,sp|Q6V0K7|OIT3_RAT,4.81E-39,Oncoprotein-induced transcript 3 protein OS=Rattus norvegicus GN=Oit3 PE=2 SV=1,tr|A0A2B4S2L4|A0A2B4S2L4_STYPI,0,Oncoprotein-induced transcript 3 protein OS=Stylophora pistillata GN=OIT3 PE=4 SV=1,ref|XP_020611539.1|,0,oncoprotein-induced transcript 3 protein-like [Orbicella faveolata],GO:0005635; GO:0005509; GO:1903118,GO:0016021; GO:0005509
Cluster_1452,evm.TU.chromosome_7.338,0.241901746,0.3183943399,0.8413358606,155,-20.92,2 21,355 376,21,76.19%,80.95%,sp|B2IZD3|BDLP_NOSP7,4.75E-06,Bacterial dynamin-like protein OS=Nostoc punctiforme (strain ATCC 29133 / PCC 73102) GN=Npun_R6513 PE=1 SV=1,tr|A0A2B4RPH5|A0A2B4RPH5_STYPI,1.19E-57,Putative serine/threonine-protein kinase/receptor OS=Stylophora pistillata GN=AWC38_SpisGene17419 PE=4 SV=1,ref|XP_020627080.1|,2.04E-67,uncharacterized protein LOC110064373 [Orbicella faveolata],GO:0016021; GO:0005886; GO:0005525; GO:0003924; GO:0042802; GO:0008289,GO:0005524; GO:0004672
Cluster_860,evm.TU.chromosome_13.961,0.2874064693,0.2328284282,0.7979676514,146,-20.31,2 15,578 599,13,76.92%,76.92%,sp|Q0KHY3|MESH_DROME,6.55E-91,Protein mesh OS=Drosophila melanogaster GN=mesh PE=1 SV=2,tr|A0A2B4RBS3|A0A2B4RBS3_STYPI,0,Protein mesh OS=Stylophora pistillata GN=mesh PE=4 SV=1,ref|XP_020611645.1|,0,uncharacterized protein LOC110050108 isoform X1 [Orbicella faveolata],GO:0016327; GO:0016021; GO:0005920; GO:0007160; GO:0007275; GO:0090528,GO:0016021; GO:0007160
Cluster_3037,evm.TU.chromosome_13.4200,-0.04915340021,0.8416141746,0.9769568997,146,-20.35,2 20,75 97,20,65.00%,70.00%,sp|P04323|POL3_DROME,4.34E-54,Retrovirus-related Pol polyprotein from transposon 17.6 OS=Drosophila melanogaster GN=pol PE=3 SV=1,tr|A0A1S3IDC3|A0A1S3IDC3_LINUN,3.01E-106,uncharacterized protein K02A2.6-like OS=Lingula unguis GN=LOC106163190 PE=4 SV=1,ref|XP_022330297.1|,1.04E-110,uncharacterized protein K02A2.6-like [Crassostrea virginica],GO:0004190; GO:0004519; GO:0003676; GO:0003964; GO:0015074,GO:0003676; GO:0015074
Cluster_998,evm.TU.chromosome_14.4107,-0.1034757066,0.6733504013,0.9451005599,156,-20.77,2 13,491 511,11,90.91%,100.00%,NA,NA,NA,tr|A0A147BJ49|A0A147BJ49_IXORI,8.30E-27,Putative reverse transcriptase (Fragment) OS=Ixodes ricinus PE=4 SV=1,ref|XP_015778891.1|,2.86E-72,PREDICTED: uncharacterized protein LOC107356779 [Acropora digitifera],NA,GO:0003964
Cluster_4696,evm.TU.chromosome_14.4107,-0.1184704248,0.6290603271,0.9353631191,160,-23.12,2 21,530 550,20,75.00%,85.00%,NA,NA,NA,tr|A0A147BJ49|A0A147BJ49_IXORI,8.30E-27,Putative reverse transcriptase (Fragment) OS=Ixodes ricinus PE=4 SV=1,ref|XP_015778891.1|,2.86E-72,PREDICTED: uncharacterized protein LOC107356779 [Acropora digitifera],NA,GO:0003964
Cluster_998,evm.TU.chromosome_8.1791,-0.2324939282,0.338148005,0.8498200917,156,-21.39,2 19,235 254,17,70.59%,88.24%,sp|P14381|YTX2_XENLA,6.06E-103,Transposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis PE=4 SV=1,tr|A0A0G2L3J3|A0A0G2L3J3_DANRE,1.03E-152,Uncharacterized protein OS=Danio rerio PE=4 SV=1,gb|PIK36905.1|,0,pol-like protein [Apostichopus japonicus],,GO:0003964
Cluster_1452,evm.TU.chromosome_14.5270,-0.06518849116,0.7909008336,0.9682604724,147,-23.16,2 21,580 599,20,65.00%,80.00%,NA,NA,NA,tr|A0A182HCG4|A0A182HCG4_AEDAL,3.98E-17,Uncharacterized protein OS=Aedes albopictus PE=4 SV=1,gb|KXJ80140.1|,6.17E-17,hypothetical protein RP20_CCG026541 [Aedes albopictus],NA,
Cluster_998,evm.TU.chromosome_9.210,0.04023228283,0.8701025091,0.9816140386,160,-20.01,2 18,893 914,17,82.35%,82.35%,sp|Q566I1|IN80D_XENLA,2.68E-40,INO80 complex subunit D OS=Xenopus laevis GN=ino80d PE=2 SV=1,tr|A0A2B4SPR6|A0A2B4SPR6_STYPI,0,INO80 complex subunit D OS=Stylophora pistillata GN=ino80d PE=4 SV=1,ref|XP_020609317.1|,0,INO80 complex subunit D-B-like isoform X1 [Orbicella faveolata],GO:0005634; GO:0006310; GO:0006281; GO:0006355; GO:0006351,
Cluster_1473,evm.TU.chromosome_9.213,0.1359186476,0.5790178089,0.9236166316,159,-20.92,2 21,479 501,20,70.00%,80.00%,sp|Q5M9G1|HEXI1_RAT,2.52E-36,Protein HEXIM1 OS=Rattus norvegicus GN=Hexim1 PE=1 SV=1,tr|A0A2B4SIM6|A0A2B4SIM6_STYPI,8.98E-168,Protein HEXIM2 OS=Stylophora pistillata GN=HEXIM2 PE=4 SV=1,ref|XP_020609340.1|,0,protein HEXIM-like [Orbicella faveolata],GO:0005737; GO:0005654; GO:0005634; GO:0097322; GO:0004861; GO:0017069; GO:0002218; GO:0007507; GO:0045087; GO:0045736; GO:0000122; GO:0045892; GO:1901798; GO:0006351,GO:0005737; GO:0005634; GO:0004861; GO:0017069; GO:0000122
Cluster_1473,evm.TU.chromosome_9.215,-0.2135195626,0.3801008727,0.8656800539,179,-27.7,2 20,515 536,18,83.33%,94.44%,sp|P51400|RED1_RAT,0,Double-stranded RNA-specific editase 1 OS=Rattus norvegicus GN=Adarb1 PE=1 SV=1,tr|A0A2B4SPI6|A0A2B4SPI6_STYPI,0,Double-stranded RNA-specific editase 1 OS=Stylophora pistillata GN=Adarb1 PE=4 SV=1,ref|XP_020609351.1|,0,double-stranded RNA-specific editase 1-like [Orbicella faveolata],GO:0005730; GO:0005654; GO:0005634; GO:0003726; GO:0003725; GO:0046872; GO:0042803; GO:0003723; GO:0006382; GO:0016553; GO:0007420; GO:0021610; GO:0021618; GO:0060384; GO:0061744; GO:0097049; GO:0016556; GO:0006397; GO:0035264; GO:0060415; GO:0030336; GO:0008285; GO:0044387; GO:0050884; GO:0007274; GO:0050685; GO:0045070; GO:0051726; GO:0006396; GO:0021965,GO:0004000; GO:0003723; GO:0006396
Cluster_1452,evm.TU.chromosome_2.194,0.6763529754,0.00147504048,0.1818926832,160,-22.02,2 21,925 943,19,78.95%,78.95%,sp|B8VIW9|FP_ACRMI,0,Fibronectin type III domain-containing protein OS=Acropora millepora PE=1 SV=1,tr|A0A2B4RR01|A0A2B4RR01_STYPI,1.09E-166,Receptor-type tyrosine-protein phosphatase delta OS=Stylophora pistillata GN=Ptprd PE=4 SV=1,ref|XP_020621932.1|,0,hemicentin-2-like isoform X2 [Orbicella faveolata],GO:0016021,GO:0016021; GO:0003677; GO:0004725
Cluster_4640,evm.TU.chromosome_2.197,0.6030178304,0.006275332133,0.3056167419,156,-21.16,2 19,916 940,20,75.00%,80.00%,sp|Q05B18|SHQ1_XENTR,1.67E-142,Protein SHQ1 homolog OS=Xenopus tropicalis GN=shq1 PE=2 SV=1,tr|H3B2P9|H3B2P9_LATCH,7.33E-150,"SHQ1, H/ACA ribonucleoprotein assembly factor OS=Latimeria chalumnae GN=SHQ1 PE=4 SV=1",ref|XP_020621871.1|,0,protein SHQ1 homolog [Orbicella faveolata],GO:0005737; GO:0005829; GO:0005654; GO:0051082; GO:0000493; GO:0022618,
Cluster_1453,evm.TU.chromosome_3.1486,-0.03050142194,0.9013511219,0.9864490879,163,-22.88,2 17,935 958,17,82.35%,88.24%,sp|Q63ZY3|KANK2_HUMAN,1.83E-10,KN motif and ankyrin repeat domain-containing protein 2 OS=Homo sapiens GN=KANK2 PE=1 SV=1,tr|A0A2B4SHH6|A0A2B4SHH6_STYPI,1.09E-157,KN motif and ankyrin repeat domain-containing protein 2 OS=Stylophora pistillata GN=KANK2 PE=4 SV=1,ref|XP_020627273.1|,0,uncharacterized protein LOC110064553 [Orbicella faveolata],GO:0005737; GO:0005739; GO:0006915; GO:0008285; GO:2000134; GO:0033147; GO:0043069; GO:0000122; GO:0070563; GO:0006351,
Cluster_1452,evm.TU.chromosome_3.1483,0.588201671,0.008074367085,0.3331930401,151,-20.17,2 17,7 29,16,68.75%,87.50%,sp|A2VDD2|TC1DB_XENLA,3.64E-20,Tctex1 domain-containing protein 1-B (Fragment) OS=Xenopus laevis GN=tctex1d1-b PE=2 SV=1,tr|A0A2B4SGS1|A0A2B4SGS1_STYPI,3.76E-63,Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene7254 PE=4 SV=1,ref|XP_020627184.1|,7.85E-138,tctex1 domain-containing protein 1-like [Orbicella faveolata],,
Cluster_9082,evm.TU.chromosome_14.1224,-0.2387286056,0.3249786689,0.8443366259,152,-20.82,2 14,546 568,13,84.62%,92.31%,sp|A2ASS6|TITIN_MOUSE,3.55E-08,Titin OS=Mus musculus GN=Ttn PE=1 SV=1,tr|A0A2B4S7T7|A0A2B4S7T7_STYPI,8.65E-21,tRNA (Cytosine(38)-C(5))-methyltransferase OS=Stylophora pistillata GN=TRDMT1 PE=4 SV=1,gb|PFX25961.1|,1.34E-20,tRNA (cytosine(38)-C(5))-methyltransferase [Stylophora pistillata],GO:0031672; GO:0000794; GO:0031674; GO:0031430; GO:0005859; GO:0030017; GO:0005865; GO:0030018; GO:0051015; GO:0042805; GO:0030506; GO:0005524; GO:0005509; GO:0005516; GO:0019899; GO:0042802; GO:0051371; GO:0002020; GO:0019901; GO:0043621; GO:0004674; GO:0004713; GO:0005200; GO:0008307; GO:0097493; GO:0031433; GO:0007015; GO:0007512; GO:0060048; GO:0048739; GO:0003300; GO:0055008; GO:0055003; GO:0035995; GO:0043056; GO:0007507; GO:0060419; GO:0003007; GO:0001701; GO:0006936; GO:0010628; GO:0050714; GO:0010737; GO:0050790; GO:0045859; GO:1901897; GO:0051592; GO:0045214; GO:0048769; GO:0030241; GO:0030240; GO:0001756; GO:0055002; GO:0006941; GO:0071688; GO:0021591,GO:0008168
Cluster_1473,evm.TU.chromosome_6.211,-0.01678869152,0.9456133398,0.9927097231,179,-27.96,2 20,288 309,18,88.89%,88.89%,sp|Q7Z494|NPHP3_HUMAN,9.68E-35,Nephrocystin-3 OS=Homo sapiens GN=NPHP3 PE=1 SV=1,tr|A0A2B4RA16|A0A2B4RA16_STYPI,0,Nephrocystin-3 OS=Stylophora pistillata GN=nphp3 PE=4 SV=1,ref|XP_020619800.1|,0,uncharacterized protein LOC110057548 [Orbicella faveolata],GO:0097546; GO:0097543; GO:0005929; GO:0005829; GO:0003283; GO:0060271; GO:0060027; GO:0071908; GO:0007368; GO:0071910; GO:0035469; GO:0071909; GO:0060287; GO:0007163; GO:0030198; GO:0001947; GO:0001822; GO:0060993; GO:0006629; GO:0030324; GO:0048496; GO:0090090; GO:1905515; GO:0045494; GO:0030814; GO:2000167; GO:2000095; GO:0072189; GO:0016055,
Cluster_4646,evm.TU.chromosome_9.2385,-0.02399345946,0.9223306651,0.9894539976,163,-21.09,2 20,159 180,18,72.22%,83.33%,sp|B8V7S0|CPP1_ACRMI,4.60E-58,CUB and peptidase domain-containing protein 1 (Fragment) OS=Acropora millepora PE=1 SV=1,tr|A0A2B4S6Q3|A0A2B4S6Q3_STYPI,5.70E-93,Transmembrane protease serine 9 OS=Stylophora pistillata GN=Tmprss9 PE=4 SV=1,ref|XP_015773230.1|,2.86E-141,PREDICTED: suppressor of tumorigenicity 14 protein-like isoform X4 [Acropora digitifera],GO:0005576; GO:0004252,GO:0005576; GO:0016021; GO:0004252
Cluster_449,evm.TU.chromosome_13.2157,0.2707141564,0.2622882913,0.8143026848,167,-20.57,2 16,604 625,14,85.71%,100.00%,sp|Q9DC33|HM20A_MOUSE,2.80E-103,High mobility group protein 20A OS=Mus musculus GN=Hmg20a PE=1 SV=1,tr|A0A2B4SFU8|A0A2B4SFU8_STYPI,0,High mobility group protein 20A OS=Stylophora pistillata GN=Hmg20a PE=4 SV=1,ref|XP_020618044.1|,0,high mobility group protein 20A-like [Orbicella faveolata],GO:0005634; GO:0003677; GO:0042802; GO:0046982; GO:0016569; GO:0045665; GO:0033234; GO:0000122; GO:0006351,GO:0005634; GO:0003677
Cluster_1452,evm.TU.chromosome_13.2159,0.2477705816,0.3064274278,0.8361729719,163,-22.32,2 18,126 146,16,87.50%,87.50%,sp|Q9H7Z7|PGES2_HUMAN,1.06E-100,Prostaglandin E synthase 2 OS=Homo sapiens GN=PTGES2 PE=1 SV=1,tr|A0A2B4RFP0|A0A2B4RFP0_STYPI,0,Prostaglandin E synthase 2 OS=Stylophora pistillata GN=PTGES2 PE=4 SV=1,ref|XP_020618002.1|,0,prostaglandin E synthase 2-like isoform X1 [Orbicella faveolata],GO:0035578; GO:0005829; GO:0005576; GO:0000139; GO:0016021; GO:0005739; GO:0005634; GO:0048471; GO:0003677; GO:0009055; GO:0043295; GO:0020037; GO:0016829; GO:0050220; GO:0015035; GO:0045454; GO:0019371; GO:0043312; GO:0045893,GO:0005623; GO:0016021; GO:0009055; GO:0050220; GO:0045454
Cluster_1452,evm.TU.chromosome_12.2077,-0.04049914885,0.8692479085,0.9815382518,162,-20.57,2 16,573 595,15,86.67%,93.33%,sp|O14649|KCNK3_HUMAN,3.97E-22,Potassium channel subfamily K member 3 OS=Homo sapiens GN=KCNK3 PE=1 SV=1,tr|A0A2B4RZ05|A0A2B4RZ05_STYPI,4.18E-95,Two pore potassium channel protein sup-9 OS=Stylophora pistillata GN=sup-9 PE=4 SV=1,ref|XP_020606149.1|,7.44E-147,potassium channel subfamily K member 15-like [Orbicella faveolata],GO:0005615; GO:0005887; GO:0005886; GO:0008083; GO:0005216; GO:0005252; GO:0005267; GO:0022841; GO:0008022; GO:0046982; GO:0042803; GO:0044548; GO:0007420; GO:0061337; GO:0071456; GO:0071294; GO:0007268; GO:0090102; GO:0034220; GO:0051481; GO:0006813; GO:0042493; GO:0030322,GO:0016021; GO:0005267
Cluster_4425,evm.TU.chromosome_14.2788,0.383624691,0.1049320963,0.6828163896,158,-23.93,2 21,246 270,22,72.73%,77.27%,NA,NA,NA,tr|A0A2B4RRV7|A0A2B4RRV7_STYPI,2.20E-95,Putative ubiquitin thioesterase OS=Stylophora pistillata GN=IIV3-084L PE=4 SV=1,ref|XP_020910923.1|,3.16E-162,uncharacterized protein LOC110248712 [Exaiptasia pallida],NA,
Cluster_5061,evm.TU.chromosome_6.558,-0.01425900147,0.9537991569,0.9939622287,171,-23.42,2 16,639 660,14,92.86%,100.00%,sp|P16068|GCYB1_BOVIN,1.28E-168,Guanylate cyclase soluble subunit beta-1 OS=Bos taurus GN=GUCY1B1 PE=1 SV=1,tr|A0A2B4S284|A0A2B4S284_STYPI,0,Guanylate cyclase soluble subunit beta-1 OS=Stylophora pistillata GN=GUCY1B1 PE=4 SV=1,ref|XP_020629831.1|,0,guanylate cyclase soluble subunit beta-1-like isoform X2 [Orbicella faveolata],GO:0005737; GO:0008074; GO:0005886; GO:0005525; GO:0004383; GO:0020037; GO:0046872; GO:0071732; GO:0006182; GO:0038060,GO:0005622; GO:0004383; GO:0020037; GO:0035556
Cluster_4831,evm.TU.chromosome_4.1224,0.1012190846,0.680110296,0.9463641876,151,-21.41,2 21,918 942,22,68.18%,68.18%,NA,NA,NA,tr|A0A2B4RX10|A0A2B4RX10_STYPI,0,Metal-response element-binding transcription factor 2 OS=Stylophora pistillata GN=MTF2 PE=4 SV=1,ref|XP_020616260.1|,0,uncharacterized protein LOC110054242 isoform X4 [Orbicella faveolata],NA,GO:0046872
Cluster_1473,evm.TU.chromosome_9.1309,0.371502126,0.1173337728,0.6996947505,166,-20.81,2 20,691 714,20,80.00%,80.00%,NA,NA,NA,tr|A0A2B4SG21|A0A2B4SG21_STYPI,0,Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene7834 PE=4 SV=1,ref|XP_015761276.1|,0,PREDICTED: uncharacterized protein LOC107340440 [Acropora digitifera],NA,GO:0003676; GO:0015074
